Sample Code,Sample Description,5 Methyl tetrahydrofolate,"5,10 Methenyl tetrahydrofolate",Acetylcarnitine,Aconitic acid,Adenine,Adenosine,Adenosine cyclic monophosphate,Adenosine monophosphate,Adenosine triphosphate,Adipic acid,AICAR,Alanine,Allantoin,alpha-Ketoglutaric acid,Aminoadipic acid,Aminobenzoic acid,Aminobutyric acid,Anthranillic acid,Arabitol,Arginine,Argininosuccinic acid,Asparagine,Aspartic Acid,Butyrylcarnitine,Canavanine,Carnitine,Chenodeoxycholic acid,Cholic acid,cis-Aconitic acid,Citramalic acid,Citric acid+Isocitric acid,Citrulline,Creatine,Creatine phosphate,Creatinine,Cystathionine,Cystine,Cytidine,Cytidine monophosphate,Cytidine triphosphate,Cytosine,Dehydroshikimic acid,Deoxy-(methylthio)adenosine,Deoxyadenosine,Deoxyadenosine monophosphate,Deoxyadenosine triphosphate,Deoxycholic acid,Deoxycytidine,Deoxycytidine monophosphate,Deoxycytidine triphosphate,Deoxyguanosine,Deoxyinosine,Deoxyribose,Deoxyribose phosphate,Deoxythymidine triphosphate,Deoxyuridine,Deoxyuridine triphosphate,Dihydrofolate,Dihydroorotic acid,Dihydroxyacetone phosphate,Dihydroxybenzoic acid,Dihydroxyisovalerate,Dimethyl Succinic acid,Epicatechin,Erythro-dihydrosphingosine,Flavin adenine dinucleotide,Folic Acid,Folinic acid,"Fructose 1,6-biphosphate",Fumaric acid,Galactosamine,gamma-Glu-Cys,Glucoheptonic acid,Glucosamine 6-phosphate,Glutamic acid,Glutamine,Glutathione oxidized,Glyceric acid,Glycine,Guanidobutyric acid,Guanine,Guanosine,Guanosine cyclic monophosphate,Guanosine triphosphate,Hexose,Hexose 1-phosphate,Hexose 6-phosphate,Histidine,Homocitrate,Homocystine,Homoserine,Hydroxy hippuric acid,Hydroxy-glutamic acid,Hydroxy-indoleacetic acid,Hydroxy-kynurenine,Hydroxy-proline,Hydroxyanthranilic acid,Hydroxybenzoic acid,Hydroxyethylindole,Hydroxyglutaric acid,Hydroxynicotinic acid,Hydroxyphenyl-pyruvic acid,Hydroxyphenylacetic acid,Hypoxanthine,Indoleacetic acid,Indoline-2-carboxylate,Inosine,Inosine monophosphate,Inosine triphosphate,Isoleucine,Isopentyl acetate,Isopropylmalic acid,Isovalerylcarnitine,Itaconic acid,Ketobutyrate,Kynurenic acid,Kynurenine,Lactic acid,Leucine,Lipoamide,Lysine,Maleic acid,Malic acid,Malonic acid,Methionine,Methoxytryptamine,Methylglutaric acid,Mevalonic acid,Mevalonolactone,Muconic acid,Muriocholic acid,Myristoylcarnitine,N-Acetyl galactosamine,N-Acetyl-glucosamine phosphate,N-Acetylglutamic acid,N-Acetylneuraminic acid,N-Carbamoyl-aspartic acid,N-Carbamyl-glutamic acid,N-Formyl-Tyrosine,Nicotinamide adenine dinucleotide,Nicotinic acid,Nicotinic acid mononucleotide,O-Phosphorylethanolamine,Octanoylcarnitine,Orotic acid,Oxamic acid,Palmitoylcarnitine,Pantothenic acid,Pentahydroxyhexanoic acid,Pentose,Phenolred,Phenylalanine,Phenylpyruvic acid,Phospho-Serine,Phosphoenolpyruvic acid,Phosphoglyceric acid,Prephenic acid,Proline,Propionylcarnitine,Pyridinedicarboxylic acid,Pyridoxal 5 phosphate,Pyridoxal hydrochloride,Pyridoxamine,Pyridoxic acid,Pyridoxine,Pyruvic acid,Quinic acid,Quinolinediol,Riboflavin,Ribonic acid gamma lactone,Ribose 5-phosphate,S-Adenosyl-homocysteine,Salicylic acid,Sedoheptulose-7-phosphate,Serine,Shikimic acid,Succinic acid,Taurine,Tauro-muriocholic acid,Taurocholic acid,Thiamine,Threonine,Thymidine,Thymine,Tryptophan,Tyrosine,Uracil,Uric acid,Uridine,Uridine diphosphohexose,Uridine monophosphate,Uridine triphosphate,Valine,Vanillic acid,Xanthine,Xanthosine,Xanthurenic acid,Xylitol,Xylulose 5-phosphate
113310,PSVD,NA,NA,11.28,0.07,0.02,NA,0.03,0.04,1.16,0.25,NA,111.23,3.67,3.97,1.88,NA,NA,0.02,0.6,167.15,0.1,42.4,8.07,NA,NA,131.17,NA,15.48,0.55,0.92,1.16,43.11,10.14,134.16,116.16,NA,NA,NA,NA,NA,0,NA,0.02,0.2,0.01,NA,13.45,NA,NA,NA,0,NA,0.2,NA,NA,0.12,NA,NA,0.07,0.2,NA,NA,0.07,0.72,16.52,NA,NA,NA,0.17,0.01,NA,0,NA,NA,262.89,454.73,NA,7.27,250.83,NA,NA,NA,NA,NA,3526.35,0.55,NA,93,3.2,NA,3.03,NA,0.2,0.1,NA,12.9,NA,NA,NA,0.94,0.01,NA,NA,2.59,3.76,NA,NA,NA,NA,58.51,0.44,NA,NA,NA,NA,0.05,1.58,1004.03,84.13,0.96,46.77,NA,5.01,NA,25,NA,NA,NA,NA,NA,NA,2.2,1.36,NA,0.08,0.12,0.05,0,NA,NA,NA,NA,1.21,NA,0.08,0.41,6.12,0.28,4.94,1849.8,0,69.14,0.08,0,1.1,3.96,5.42,304.53,NA,-0.24,NA,0.02,NA,0.13,NA,14.69,0.57,NA,NA,NA,NA,0.04,0.01,NA,159.15,NA,4.81,77.14,NA,1.69,NA,135.78,NA,0.17,63.86,57.42,0.08,77.09,5.17,0.03,0.07,NA,181.29,0.01,0.98,0.04,0,3.56,0.06
113311,PSVD,NA,NA,23.22,0.05,NA,NA,0.02,0.02,1.2,0.11,NA,113.61,3.84,4.61,2.15,NA,NA,0.01,0.42,189.04,0.06,34.39,6.58,NA,NA,118.4,NA,17.74,0.3,0.58,1.01,56.05,24.27,177.37,103.45,NA,2.6,NA,NA,NA,0,NA,NA,0.14,0.01,0.62,9.49,NA,NA,NA,0,NA,0.18,NA,NA,0.08,NA,NA,0.09,NA,NA,NA,0.08,0.78,20.93,NA,NA,NA,NA,NA,NA,0,NA,NA,273.9,525.24,NA,6.36,172.37,NA,NA,NA,NA,NA,3502.2,0.59,NA,72.49,3.21,NA,5.32,NA,0.11,0.07,0.08,6.21,0.14,NA,NA,0.76,NA,0.02,0.12,1.5,3.41,NA,NA,NA,NA,68.25,0.4,0.01,NA,NA,NA,0.02,0.69,746.61,125.8,0.85,56.92,NA,3.94,NA,21.74,NA,NA,NA,NA,NA,NA,1.5,1.77,NA,0.09,0.08,0.02,0,NA,NA,NA,NA,NA,0.37,0.05,0.19,5.22,0.22,2.7,1426.67,0,63.98,0.1,0,1.12,3.95,5.61,357.61,1.31,-0.69,NA,0,NA,0.01,NA,22.13,NA,NA,NA,NA,NA,NA,NA,NA,117.4,NA,3.7,46.37,NA,1.3,NA,94.26,NA,0.08,79.91,62.88,0.05,63.06,5.15,0.03,0.08,NA,254.4,NA,1.03,0.02,0,4.07,0.03
113312,PSVD,NA,NA,8.28,0.11,0.01,NA,0.02,0.03,0.98,0.2,NA,122.75,3.82,6.96,2.6,NA,NA,0.02,0.68,57,0.11,36.87,8.6,NA,NA,92.94,NA,17.55,2.54,0.98,1.53,41.84,22.52,101.5,100.35,NA,3.04,NA,NA,NA,0,NA,NA,0.14,NA,NA,11.98,NA,NA,NA,0,NA,0.38,NA,NA,0.11,NA,NA,0.07,NA,NA,NA,0.1,0.79,18.7,NA,NA,NA,NA,0.01,NA,0,NA,NA,126.95,523.96,NA,5.67,215.23,NA,NA,NA,NA,NA,3450.35,0.65,NA,99.62,3.21,NA,10.11,NA,0.18,0.09,0.1,10.4,0.59,NA,NA,0.96,NA,0.05,NA,1.98,3.55,NA,NA,NA,NA,74.9,0.42,NA,NA,NA,NA,0.03,1.09,818.23,125.78,0.86,61.06,NA,7.58,NA,26.09,NA,NA,NA,NA,NA,NA,1.05,0.57,NA,0.14,0.09,0.05,0,NA,NA,NA,NA,1.09,NA,0.05,0.15,5.31,0.34,6.99,3404.29,0,72.36,0.09,0,1.22,3.96,5.66,289.05,NA,-1.13,NA,0,NA,0.02,NA,67.03,NA,NA,NA,NA,NA,0.03,0.01,NA,104.99,NA,3.6,47.92,NA,1.17,NA,128.34,NA,0.16,48.63,101.13,0.12,46.74,6.67,0.03,0.08,NA,271.44,NA,1.26,0.05,0,3.97,0.08
113315,PSVD,NA,NA,10.53,0.07,NA,NA,0.02,0.02,1.02,0.18,NA,80.26,3.22,3.99,1.27,NA,NA,NA,0.51,119.15,0.08,57.81,6.99,NA,NA,122.24,NA,17.61,0.86,0.65,1.55,47.71,19.99,175.25,131.3,NA,5.18,NA,NA,NA,0,NA,NA,0.18,0.01,NA,8.19,NA,NA,NA,0,NA,NA,NA,NA,0.15,NA,NA,0.05,NA,NA,NA,0.07,NA,20.81,NA,NA,NA,NA,NA,NA,0,NA,NA,84.28,543.62,NA,5.63,275.56,NA,NA,NA,NA,NA,3526.01,0.58,NA,53.06,3.22,NA,NA,NA,0.09,0.08,0.08,3.7,NA,NA,NA,0.9,NA,0.05,NA,2.16,3.43,NA,NA,NA,NA,76.25,0.29,NA,NA,NA,NA,0.02,0.56,589.8,87.82,0.83,61.55,NA,4.29,NA,27.77,NA,NA,NA,NA,NA,NA,2.06,0.63,NA,0.05,0.08,0.02,NA,NA,NA,NA,NA,1.01,0.51,0.04,0.13,5.42,0.27,3.46,1691.45,0,60.09,0.09,0,1.27,3.98,5.67,220.89,NA,-0.45,NA,0.01,NA,0.02,NA,56.72,NA,NA,NA,NA,NA,NA,NA,NA,115.34,NA,2.4,38.04,NA,1.19,NA,117.28,NA,0.13,74.63,66.93,0.04,49.78,3.94,NA,0.06,NA,136.16,NA,0.67,0.02,0,1.71,0.08
113316,PSVD,NA,NA,11.42,0.06,NA,NA,0.01,0.02,0.94,0.23,NA,101.6,3.45,4.75,1.83,NA,NA,NA,0.48,266.24,0.1,41.89,8.23,NA,NA,163.31,NA,17.4,0.34,0.58,0.79,53.87,23,184.75,82.53,NA,6.61,NA,NA,NA,0,NA,NA,0.1,0.01,0.79,9.44,NA,NA,NA,0,NA,NA,NA,NA,0.1,NA,NA,0.09,0.41,NA,NA,0.08,0.97,16.42,NA,NA,NA,NA,0.01,NA,0,NA,NA,240.75,556.41,NA,4.51,209.37,NA,NA,NA,NA,NA,3517.08,0.51,NA,85.48,3.21,NA,NA,NA,0.1,0.08,0.09,5.76,0.32,NA,NA,0.81,NA,0.05,NA,2.21,3.91,NA,NA,NA,NA,80.51,0.23,NA,NA,NA,NA,0.02,0.61,777.03,109.45,0.89,62.76,NA,3.19,NA,25.61,NA,NA,NA,NA,NA,NA,1.18,0.83,NA,0.05,0.07,0.05,0,NA,NA,NA,NA,1.31,0.28,0.04,0.28,4.6,0.32,3.24,1711.4,0,72.77,0.11,0,1.27,3.99,5.6,156.98,NA,-0.82,NA,0.01,NA,0.07,NA,41.1,NA,NA,NA,NA,NA,NA,0.02,NA,130.32,NA,2.16,58.86,NA,1.27,NA,151.8,NA,0.04,73.16,89.43,0.06,56.2,6.88,0.03,0.08,NA,189.08,NA,0.95,0.02,0,5.3,0.14
113317,PSVD,NA,NA,25.2,0.08,0.02,NA,0.03,NA,0.86,0.53,0.02,66.4,3.35,4.8,7.54,NA,NA,NA,0.93,125.79,0.09,34.71,3.56,NA,NA,93.05,NA,18.2,0.77,1.25,0.99,45.87,15.92,106.9,124.17,NA,3.28,NA,NA,NA,0,NA,NA,0.13,NA,NA,10.32,NA,NA,NA,0,NA,NA,NA,NA,0.07,NA,NA,0.07,NA,NA,0.08,0.08,1.44,27.36,NA,NA,NA,0.16,0.03,NA,0,NA,NA,86.39,544.75,NA,5.58,162.05,NA,NA,NA,NA,NA,3473.92,0.48,NA,45.98,3.2,NA,NA,NA,0.11,0.08,NA,8.65,NA,NA,NA,1.56,0.01,0.07,0.1,0.74,3.61,NA,NA,NA,NA,33.37,0.47,NA,NA,NA,NA,0.03,0.79,535.18,149.91,0.94,57.76,0.47,8.35,NA,18.98,NA,NA,NA,NA,NA,NA,1.92,2.59,NA,0.06,0.13,0.03,0,NA,NA,NA,NA,NA,NA,0.03,0.4,5.73,0.41,4.61,1487.54,0,79.3,0.15,0,0.59,3.96,5.68,151.64,NA,-0.77,NA,0.01,NA,0.09,NA,64.08,0.91,NA,0.02,NA,NA,0.05,0.01,NA,79.29,NA,2.67,86.24,NA,1.27,NA,107.52,NA,0.06,88.54,80.97,0.04,45.49,2.63,0.04,0.09,NA,234.3,0.02,0.64,0.03,0,9.61,0.06
113318,PSVD,NA,NA,9.16,0.05,NA,NA,0.02,0.02,0.79,0.49,NA,129.2,3.88,3.75,1.63,NA,NA,NA,0.28,168.33,0.08,45.93,2.77,NA,NA,117.17,NA,17.28,0.3,0.79,0.69,32.04,31.8,118.78,58.04,NA,5.81,NA,NA,NA,0,NA,NA,NA,NA,NA,9.7,NA,NA,NA,0,NA,0.18,NA,NA,0.09,NA,NA,0.09,0.72,NA,NA,0.07,0.34,11.53,NA,NA,NA,NA,0.01,NA,0,NA,NA,39.72,726.77,3.14,6.04,307.21,NA,NA,NA,NA,NA,3526.68,0.49,NA,67.63,3.22,NA,4.29,NA,0.07,NA,0.08,5.55,0.16,NA,NA,0.88,NA,0.03,NA,2.45,3.18,NA,NA,NA,NA,66.14,0.19,NA,NA,NA,NA,0.02,0.68,854.38,92.06,0.84,76.36,0.21,6.53,NA,21.44,NA,NA,NA,NA,NA,NA,1.27,0.69,NA,0.04,0.07,0.02,NA,NA,0.07,NA,NA,1.1,NA,0.04,0.36,5.32,0.29,3.22,1883.17,0,51.57,0.07,0,1.25,4.02,5.63,182.23,NA,-0.17,NA,0,NA,0.01,NA,85.54,NA,NA,NA,NA,NA,NA,0.04,NA,165.7,NA,2.15,48.34,NA,0.94,NA,163.82,NA,0.08,45.87,67.8,0.05,46.94,4.51,0.03,0.08,NA,205.36,NA,0.87,0.01,0,2.21,0.1
113319,PSVD,NA,NA,30.33,0.06,NA,NA,0.02,0.02,1.06,0.17,NA,106.37,2.8,3.2,1.96,NA,NA,NA,0.45,141.4,0.09,48.49,2.96,NA,NA,131.78,NA,18.13,0.36,0.36,1.02,48.28,20.16,75.62,87.95,NA,6.36,NA,NA,NA,0,NA,NA,NA,0.02,NA,9.37,NA,NA,NA,0,NA,0.2,NA,NA,0.06,NA,NA,0.07,0.67,NA,NA,0.06,0.9,12.26,NA,NA,NA,NA,NA,NA,0,NA,NA,60.07,595.15,NA,4.57,265.63,NA,NA,NA,NA,NA,3523.43,0.63,NA,100.86,3.22,NA,11.84,NA,0.11,0.05,NA,30.46,NA,NA,NA,0.44,NA,0.04,0.16,2.61,7.31,NA,NA,NA,NA,60.08,0.2,NA,NA,NA,NA,0.03,1.1,685.68,137.36,0.86,62.86,NA,2.38,NA,30.7,NA,NA,NA,NA,NA,NA,1.06,0.93,NA,0.04,0.07,0.02,NA,NA,0.07,NA,NA,1.41,0.27,0.03,0.15,4.71,0.27,2.84,1697.07,0,61.07,0.1,0,1.25,3.97,5.53,512.23,NA,-0.05,0.06,0.02,NA,0.05,NA,98.25,NA,NA,0.02,NA,NA,NA,NA,NA,174.33,NA,1.58,59.66,NA,2.13,NA,167.8,NA,0.08,64.08,71.44,0.1,44.54,4.41,0.04,0.06,NA,215.95,0.02,0.59,0.01,0,2.45,0.11
113320,PSVD,NA,NA,31.96,0.07,NA,NA,0.02,0.06,0.83,0.08,NA,117.63,4.68,3.7,2.31,NA,NA,0.02,0.43,119.64,0.06,53,23.29,NA,NA,138,NA,17.23,0.62,0.68,1.08,45.09,21.76,202.91,91.16,NA,4.41,0.08,NA,NA,0,NA,NA,0.11,NA,0.74,4.37,NA,NA,NA,0,NA,0.36,NA,NA,0.06,NA,NA,0.06,0.13,NA,0.03,0.07,NA,15.29,NA,0.01,NA,NA,NA,NA,0,NA,NA,708.83,41.87,NA,9.46,186.19,NA,NA,NA,NA,NA,3515.73,0.57,NA,93.4,3.2,NA,NA,NA,0.29,0.06,NA,7.56,NA,0.44,NA,1,NA,NA,NA,1.58,3.3,NA,NA,NA,NA,78.33,0.2,NA,NA,NA,NA,0.03,0.82,1077.85,158.74,0.84,2.96,NA,6.19,NA,23.32,NA,NA,NA,NA,NA,NA,1.51,2.13,NA,0.1,0.15,0.06,0.01,NA,NA,NA,NA,1.52,0.2,0.06,0.29,5.73,0.3,3.04,1447.83,0,80.63,0.05,0,1.27,4.04,5.42,191.6,NA,0.02,NA,0.01,NA,0.04,NA,4.82,1.06,NA,NA,NA,NA,0.03,0.41,0.26,136.83,NA,9.19,55.61,NA,1.66,NA,132.31,NA,0.04,79,84.43,0.06,62.34,9.22,0.05,0.15,NA,243.86,0.01,1.86,0.02,0,3.25,0.06
113321,PSVD,NA,NA,32.5,0.11,0.01,NA,0.02,0.02,NA,0.12,NA,141.71,3.21,6.88,2.49,NA,NA,0.01,0.36,58.65,0.08,59.84,5.64,NA,NA,141.39,NA,17.95,2.78,0.35,1.42,72.84,14.72,87,107.78,NA,7.56,NA,NA,NA,0,NA,NA,0.13,0.01,NA,11.82,NA,NA,NA,0,NA,0.41,NA,NA,0.08,NA,NA,0.13,0.76,NA,NA,0.1,0.96,16.81,NA,NA,NA,NA,0.01,NA,0,NA,NA,70.6,788.03,NA,5.29,300.13,NA,NA,NA,NA,NA,3497,0.65,NA,134.83,3.22,NA,NA,NA,0.15,0.08,0.11,29.23,32.66,NA,NA,0.59,NA,0.07,NA,3.89,3.53,NA,NA,NA,NA,99.44,0.11,NA,NA,NA,NA,0.05,1.54,1087.44,206.66,0.92,93.22,NA,6.05,NA,56.26,NA,NA,NA,NA,NA,NA,1.6,1.41,NA,0.14,0.06,0.04,NA,NA,NA,NA,NA,1.63,0.28,0.05,0.14,6.4,0.17,3.45,1820.65,0,131.5,0.13,0,1.3,3.99,5.5,364.38,1.81,-0.47,NA,0.01,NA,0.02,NA,103.15,NA,NA,NA,NA,NA,0.03,0.03,NA,151.23,NA,3.63,46.55,NA,3.72,NA,183.42,NA,0.04,119.82,164.87,0.06,42.17,3.94,0.03,0.09,NA,318.87,0.07,0.99,0.02,0,3.24,0.03
113322,Control,NA,NA,25.45,0.04,NA,NA,0.02,0.06,1.02,0.06,NA,143.23,4.49,3.25,1.24,NA,NA,0.01,0.43,164.24,0.1,67.16,4.6,NA,NA,104.75,NA,17.23,0.25,0.26,0.77,66.41,38,162.93,94.41,NA,NA,NA,NA,NA,0,NA,NA,NA,0.01,NA,10.28,NA,NA,NA,0,NA,NA,NA,NA,0.05,NA,NA,0.06,0.44,NA,NA,0.05,0.94,15.85,NA,NA,NA,NA,NA,NA,0,NA,NA,37.02,632.98,3.14,5.32,293.77,NA,NA,NA,NA,NA,3520.53,0.55,NA,84.65,3.21,NA,6.23,NA,0.08,0.07,0.05,9.05,0.1,0.34,NA,0.37,NA,0.06,0.2,3.72,3.42,NA,NA,NA,NA,80.55,NA,NA,NA,NA,NA,0.02,0.68,903.31,150.88,0.87,66.79,NA,3.29,NA,31.89,NA,NA,NA,NA,NA,NA,0.74,1.21,NA,0.07,0.06,0.03,NA,NA,0.07,NA,NA,1.71,NA,0.03,0.11,3.91,0.32,3.6,1413.03,0,79.18,0.09,0,1.26,4.14,5.39,217.07,0.66,-0.24,NA,0.01,NA,0.08,NA,88.63,NA,NA,NA,NA,NA,0.03,0.01,NA,183.18,NA,3.16,75.14,NA,0.88,NA,231.99,NA,0.03,85.83,82.01,0.09,36.93,11.05,0.03,NA,NA,260.57,NA,0.49,0.01,0,1.94,0.04
113323,Control,NA,NA,21.65,0.05,NA,NA,0.03,0.1,1.17,0.08,NA,92.91,3.51,4,1.59,NA,NA,0.01,0.6,54.55,0.08,51.19,3.43,NA,NA,102.6,NA,17.23,0.31,0.64,0.88,32.63,19.27,NA,108.48,NA,2.09,NA,NA,NA,0,NA,NA,NA,0.01,0.85,9.82,NA,NA,NA,0,NA,0.17,NA,NA,0.05,NA,NA,0.07,1.11,NA,0.49,0.07,0.9,17.88,NA,NA,NA,NA,NA,NA,0,NA,NA,52.17,576.6,NA,5.87,196.11,NA,NA,NA,NA,NA,3521.78,0.62,NA,80.67,3.21,NA,6.3,NA,0.09,0.09,0.09,8.14,0.06,0.28,NA,1.37,NA,0.06,0.45,8.19,3.8,NA,0.14,0.14,NA,58.51,0.18,NA,NA,NA,NA,0.05,1.58,949.84,128.1,0.95,58.87,NA,3.79,NA,23.52,NA,NA,NA,NA,NA,NA,1.32,2.47,NA,0.05,0.09,0.03,NA,NA,0.09,NA,NA,2.81,NA,0.02,0.16,4.3,0.71,3.6,1365.74,0,74.94,0.11,0,1.29,4.34,5.38,157.98,0.83,-0.28,NA,0.01,NA,0.08,NA,56.05,NA,NA,NA,NA,NA,0.03,0.01,NA,65.69,NA,3.11,71.59,NA,0.93,NA,109.71,NA,0.03,113.66,58.67,0.08,50.5,8.49,0.09,0.08,NA,222.44,0.01,0.66,0.02,0,4.21,0.16
113324,Control,NA,NA,25.56,0.05,NA,NA,0.03,0.05,0.95,0.07,NA,136.83,3.15,4.15,1,NA,NA,0.01,0.41,90.7,0.07,53.15,4.28,NA,NA,102.87,NA,17.26,0.32,0.32,0.99,37.43,67.67,211.18,79.62,NA,6.22,NA,NA,NA,0,NA,NA,NA,NA,NA,11.17,NA,NA,NA,0,NA,0.21,NA,NA,0.04,NA,NA,0.1,0.39,NA,0.02,0.07,0.83,15.32,NA,0.01,NA,NA,NA,NA,0,NA,NA,40.62,739.6,3.1,5.65,297.21,NA,NA,NA,NA,NA,3525.04,0.55,NA,89.23,3.21,NA,6.03,NA,0.09,0.09,0.05,8.97,NA,0.45,NA,0.58,NA,0.05,0.16,4.52,3.53,NA,NA,NA,NA,67.36,NA,NA,NA,NA,NA,0.02,0.68,1094.93,141.74,0.88,74.78,NA,3.86,NA,28.68,NA,NA,NA,NA,NA,NA,1.2,1.31,NA,0.09,0.08,0.04,NA,NA,0.06,NA,NA,2.13,0.75,0.04,0.14,4.65,0.22,3.74,1530.92,0,69.71,0.07,0,1.27,4.09,5.47,165,1.47,-0.07,NA,0.01,NA,0.02,NA,91.8,NA,NA,NA,NA,NA,0.04,0.01,NA,162.41,NA,3.1,72.29,NA,0.88,NA,180.81,NA,0.07,76.36,79.29,0.07,44.81,6.77,NA,0.06,NA,250.23,NA,0.82,0.02,0,2.51,0.08
113325,Control,NA,NA,28.38,0.08,NA,NA,0.03,0.08,0.89,0.07,NA,154.27,4.06,3.98,1.95,NA,NA,0.01,0.26,38.95,0.08,58.28,4.65,NA,NA,132.15,NA,17.21,1.35,0.32,1.21,45.59,15.93,136.35,125.91,NA,12.98,NA,NA,NA,0,NA,NA,NA,NA,0.59,9.83,NA,NA,NA,0,NA,0.19,NA,NA,0.06,NA,NA,0.09,0.59,NA,NA,0.06,0.96,28.88,NA,0.02,NA,NA,NA,NA,0,NA,NA,56.93,621.3,3.14,6.12,271.16,NA,NA,NA,NA,NA,3473.5,0.54,NA,156.36,3.21,NA,7.71,NA,0.1,0.07,0.08,16.28,NA,NA,NA,0.51,NA,0.05,0.15,9.31,3.21,NA,0.36,NA,NA,86.5,NA,NA,NA,NA,NA,0.07,1.88,1268.72,162.44,0.91,69.31,NA,5.31,NA,35.29,NA,NA,NA,NA,NA,NA,1.51,1.24,NA,0.06,0.1,0.03,NA,0.04,0.06,NA,NA,1.79,1.57,0.03,0.17,5.5,0.2,3.64,1321.71,0,79.65,0.08,0,1.27,4.24,5.35,285.08,0.95,-0.4,NA,NA,NA,0.03,NA,88.79,NA,NA,NA,NA,NA,0.05,NA,NA,104.73,NA,3.78,57.38,NA,0.86,NA,213.48,NA,0.09,72.82,103.58,0.12,54.97,18.2,0.03,0.09,NA,308.86,NA,0.97,0.04,0,3.76,0.09
113326,Control,NA,NA,10.99,0.04,NA,NA,0.01,0.17,1.12,0.06,NA,120.12,4.18,3.2,1.74,NA,NA,0.01,0.58,254.53,0.06,56.64,6,NA,NA,102.66,NA,17.27,0.28,0.46,0.64,43.5,37.78,68.15,121.15,NA,10.4,NA,NA,NA,0,NA,NA,NA,0.01,NA,10.69,NA,NA,NA,0,NA,0.21,NA,NA,0.04,NA,NA,0.08,0.65,NA,0.86,0.05,0.83,17.17,NA,NA,NA,NA,NA,NA,0,NA,NA,57.44,819.77,2.84,5.86,293.89,NA,NA,NA,NA,NA,3309.22,0.58,NA,131.74,3.2,NA,5.58,NA,0.09,0.05,0.07,6.85,NA,0.31,NA,0.63,NA,0.03,0.2,3.24,3.54,NA,NA,0.13,NA,110,0.13,0.02,NA,NA,NA,0.03,0.83,1126.85,192,0.9,88.13,NA,3.64,NA,35.07,NA,NA,NA,NA,NA,NA,1.25,0.69,NA,0.06,0.08,0.05,NA,0.06,0.06,NA,NA,2.27,NA,0.02,0.16,3.82,0.18,2.66,1149.37,0,79.46,0.11,0,1.27,4.84,5.38,234.67,1.37,-0.13,NA,0.01,NA,0.01,NA,62.1,NA,NA,NA,NA,NA,0.06,0.02,NA,162.43,NA,3.29,75.16,NA,0.86,NA,179.07,NA,0.03,80.38,82.7,0.07,50.69,6.66,0.05,0.08,NA,292.19,0.01,0.66,0.01,0,4.62,0.06
113327,Control,NA,NA,9.14,0.07,NA,NA,0.02,0.06,0.91,0.08,NA,133.63,3.79,4.3,1.63,NA,NA,NA,0.93,NA,0.06,62.62,6.52,NA,NA,128.15,NA,17.47,0.37,0.53,1.08,52.71,10.02,138.66,100.5,NA,4.23,NA,NA,NA,0,NA,NA,NA,0.01,0.61,9.62,NA,NA,NA,0,NA,NA,NA,NA,0.04,NA,NA,0.06,0.46,NA,0.02,0.07,0.96,18.9,NA,NA,NA,NA,NA,NA,0,NA,NA,75.12,610.49,2.1,5.59,233.2,NA,NA,NA,NA,NA,3493.67,0.64,NA,74.73,3.19,NA,3.97,NA,0.11,0.08,0.11,8.66,NA,0.46,NA,0.91,0.01,0.06,0.13,5.42,3.65,NA,0.08,NA,NA,87.69,0.15,NA,NA,NA,NA,0.04,1.11,1070.95,159.79,0.89,60.24,NA,4.4,NA,25.65,NA,NA,NA,NA,NA,NA,1.83,1.03,NA,0.1,0.13,0.02,NA,0.06,0.04,NA,NA,2.21,NA,0.04,0.18,5.53,0.23,4.66,1360.03,0,81.46,0.09,0,1.28,4.44,5.42,282.74,0.15,-0.24,NA,0.01,NA,0.02,NA,94.25,0.22,NA,NA,NA,NA,0.05,NA,NA,98.9,NA,2.86,84.51,NA,0.89,NA,132.92,NA,0.07,89.57,105.23,0.1,48.52,5.05,0.05,0.08,NA,331.37,0.01,0.67,0.02,0,4.71,0.12
113328,Control,NA,NA,10.74,0.04,NA,NA,0.03,0.16,1.26,0.07,NA,157.57,3.77,4.18,2.37,NA,NA,NA,0.37,NA,0.07,44.84,5.87,NA,NA,134.39,NA,13.91,0.27,0.32,0.62,39.65,13.64,43.57,123.92,NA,8.49,NA,NA,NA,0,NA,NA,NA,NA,NA,12.09,NA,NA,NA,0,NA,NA,NA,NA,0.04,NA,NA,0.05,1.15,NA,NA,0.07,1.02,30.53,NA,NA,NA,NA,NA,NA,0,NA,NA,64.97,710.71,1.54,7.16,248.83,NA,NA,NA,NA,NA,3507.14,0.59,NA,106.78,3.19,NA,1.26,NA,0.12,NA,NA,14,0.2,NA,NA,0.46,NA,0.03,0.18,4.25,3.58,NA,NA,0.27,NA,116.51,NA,NA,NA,NA,NA,0.04,1.1,1137.95,214.76,0.92,84.12,NA,5.02,NA,28.76,NA,NA,NA,NA,NA,NA,0.92,1.08,NA,0.06,0.13,0.04,NA,0.09,0.07,NA,NA,3.46,NA,0.03,0.2,4.11,0.41,3.39,1417.76,0,81.47,0.09,0,1.28,4.63,5.45,183.24,NA,-0.13,NA,0.01,NA,0.07,NA,107.74,NA,NA,NA,NA,NA,0.05,0.01,NA,88.72,NA,4.14,95.26,NA,0.97,NA,140.23,NA,0.03,103.72,72.85,0.09,66.43,6.38,0.08,0.13,NA,325.71,0.01,0.88,0.02,0,2.9,0.05
